order_id,order_date,order_time,customer_id,customer_segment,loyalty_years,region,state,product_category,product_subcategory,sku,metal_type,stone_type,unit_price,quantity,subtotal,discount_percent,discount_amount,tax_rate,tax_amount,shipping_fee,gift_wrap_fee,engraving_fee,insurance_fee,order_total,is_gift,has_engraving,has_insurance,marketing_channel,sales_channel,payment_method,order_status,nps_score
ORD-20251011-010086,2025-10-11,20:45:18,CMS-57577A97,Regular,1.8,West,NV,Wedding Bands,Custom,WED-CUS-26758,18K Yellow Gold,None,2614.48,1,2614.48,0.0,0.0,0.075,196.09,0,0,0,0.0,2810.57,False,False,False,Direct,Website,Credit Card,Delivered,10.0
ORD-20250423-010087,2025-04-23,09:46:58,CMS-8D9FC230,Occasional,3.0,West,OR,Wedding Bands,Classic,WED-CLA-40068,18K Yellow Gold,Diamond,4779.24,1,4779.24,0.0,0.0,0.075,358.44,0,0,0,0.0,5137.68,False,False,False,Paid Search,Website,Credit Card,Delivered,10.0
ORD-20251229-010088,2025-12-29,16:48:09,CMS-93136755,VIP Elite,14.3,Southeast,TN,Earrings,Chandelier,EAR-CHA-39424,18K White Gold,Emerald,8038.45,1,8038.45,0.0,0.0,0.065,522.5,0,0,0,160.77,8721.72,False,False,True,Email,Boutique Stores,Financing,Delivered,8.0
ORD-20250428-010089,2025-04-28,17:31:02,CMS-66DE7464,Premium,5.8,Northeast,PA,Earrings,Chandelier,EAR-CHA-84016,18K Yellow Gold,Emerald,3805.79,1,3805.79,0.0,0.0,0.08,304.46,0,0,0,0.0,4110.25,False,False,False,Referral,Boutique Stores,Apple Pay,Delivered,7.0
ORD-20250206-010090,2025-02-06,15:04:00,CMS-589EA909,Premium,6.8,Midwest,IL,Mens Jewelry,Bracelets,MEN-BRA-70834,14K Gold,None,4549.86,1,4549.86,0.0,0.0,0.07,318.49,0,0,0,0.0,4868.35,False,False,False,Paid Search,Phone/Concierge,Wire Transfer,Delivered,10.0
ORD-20250921-010091,2025-09-21,19:14:22,CMS-933E343D,Premium,7.6,Northeast,MA,Mens Jewelry,Tie Bars,MEN-TIE-70603,Platinum,Onyx,3695.07,1,3695.07,0.0,0.0,0.08,295.61,0,0,0,0.0,3990.68,False,False,False,Paid Search,Website,Wire Transfer,Delivered,7.0
ORD-20251209-010092,2025-12-09,19:23:54,CMS-AB35C90C,Regular,2.2,West,OR,Necklaces,Pendant,NEC-PEN-31539,Sterling Silver,Sapphire,8180.29,2,16360.58,0.0,0.0,0.075,1227.04,0,25,75,327.21,18014.83,True,True,True,Direct,Website,Credit Card,Delivered,9.0
ORD-20251004-010093,2025-10-04,08:19:09,CMS-A2A98BFC,New,0.4,Southeast,FL,Gifts & Accessories,Jewelry Box,GIF-JEW-71632,N/A,N/A,670.17,1,670.17,0.15,100.53,0.065,43.56,25,25,0,0.0,663.2,True,False,False,Social Media,Phone/Concierge,Credit Card,Delivered,10.0
ORD-20251020-010094,2025-10-20,11:00:50,CMS-383691E5,New,0.7,Southeast,NC,Gifts & Accessories,Ring Holder,GIF-RIN-55326,N/A,N/A,808.14,1,808.14,0.0,0.0,0.065,52.53,25,0,0,0.0,885.67,False,False,False,Display Ads,Website,Credit Card,Shipped,
ORD-20250505-010095,2025-05-05,14:33:08,CMS-20F3D998,Occasional,0.7,Southeast,FL,Engagement Rings,Solitaire,ENG-SOL-76367,18K Rose Gold,Moissanite,11096.57,1,11096.57,0.0,0.0,0.065,721.28,0,0,0,0.0,11817.85,False,False,False,Organic Search,Website,Credit Card,Delivered,7.0
ORD-20250728-010096,2025-07-28,22:35:54,CMS-4086B9FA,Regular,1.2,Midwest,IL,Earrings,Drop,EAR-DRO-36639,14K Gold,Pearl,1789.55,1,1789.55,0.0,0.0,0.07,125.27,0,0,0,0.0,1914.82,False,False,False,Paid Search,Website,Credit Card,Delivered,9.0
ORD-20250219-010097,2025-02-19,08:49:47,CMS-5993D62A,Occasional,2.0,International,INT,Earrings,Hoops,EAR-HOO-51762,18K Yellow Gold,Sapphire,3882.29,1,3882.29,0.0,0.0,0.0,0.0,0,0,0,0.0,3882.29,False,False,False,Direct,Website,Credit Card,Delivered,8.0
ORD-20250701-010098,2025-07-01,17:46:33,CMS-DCD821B0,Occasional,2.2,West,AZ,Gifts & Accessories,Travel Case,GIF-TRA-13228,N/A,N/A,1046.0,1,1046.0,0.0,0.0,0.075,78.45,0,0,0,0.0,1124.45,False,False,False,Organic Search,Phone/Concierge,Credit Card,Delivered,8.0
ORD-20250128-010099,2025-01-28,14:33:15,CMS-8214761F,Regular,1.5,International,INT,Mens Jewelry,Rings,MEN-RIN-95339,18K White Gold,Diamond,2646.76,1,2646.76,0.0,0.0,0.0,0.0,0,0,0,0.0,2646.76,False,False,False,Direct,Website,Apple Pay,Delivered,6.0
ORD-20251211-010100,2025-12-11,09:03:15,CMS-75021292,Regular,1.4,Southeast,NC,Engagement Rings,Vintage,ENG-VIN-76701,Platinum,Diamond,13339.86,1,13339.86,0.0,0.0,0.065,867.09,0,0,0,266.8,14473.75,False,False,True,Referral,Boutique Stores,Credit Card,Shipped,
ORD-20251127-010101,2025-11-27,22:13:08,CMS-53E3A716,VIP Elite,13.7,Midwest,IL,Necklaces,Choker,NEC-CHO-46576,Sterling Silver,Ruby,4553.32,1,4553.32,0.0,0.0,0.07,318.73,0,0,0,0.0,4872.05,False,False,False,Social Media,Website,Wire Transfer,Shipped,
ORD-20250225-010102,2025-02-25,14:07:34,CMS-57F3C6D4,New,0.3,Midwest,OH,Engagement Rings,Vintage,ENG-VIN-47550,18K Rose Gold,Diamond,11344.51,1,11344.51,0.0,0.0,0.07,794.12,0,0,0,226.89,12365.52,False,False,True,Email,Flagship Store,Wire Transfer,Delivered,9.0
ORD-20250508-010103,2025-05-08,22:25:56,CMS-8287C4BE,Premium,5.9,West,WA,Bracelets,Bangle,BRA-BAN-57983,18K White Gold,Diamond,5122.53,1,5122.53,0.0,0.0,0.075,384.19,0,0,0,102.45,5609.17,False,False,True,Email,Flagship Store,Credit Card,Delivered,10.0
ORD-20251002-010104,2025-10-02,14:42:16,CMS-7A6CF796,Premium,5.7,West,CA,Fine Watches,Diamond,FIN-DIA-58087,Stainless Steel,None,19818.9,1,19818.9,0.05,990.95,0.075,1486.42,0,25,0,396.38,20735.75,True,False,True,Direct,Website,Credit Card,Delivered,8.0
ORD-20250805-010105,2025-08-05,09:48:24,CMS-F15FD19A,Premium,3.7,Northeast,CT,Earrings,Drop,EAR-DRO-45640,14K Gold,Pearl,4575.71,1,4575.71,0.0,0.0,0.08,366.06,0,0,0,0.0,4941.77,False,False,False,Direct,Private Appointment,Credit Card,Shipped,
ORD-20250825-010106,2025-08-25,15:55:40,CMS-79BA5A32,VIP Elite,6.3,Northeast,PA,Wedding Bands,Classic,WED-CLA-68994,Platinum,Diamond,7539.09,1,7539.09,0.1,753.91,0.08,603.13,0,0,0,150.78,7539.09,False,False,True,Direct,Website,Financing,Delivered,10.0
ORD-20250208-010107,2025-02-08,08:56:27,CMS-59B874E0,Regular,3.0,Northeast,NY,Wedding Bands,Diamond,WED-DIA-49528,18K White Gold,Diamond,8628.18,1,8628.18,0.1,862.82,0.08,690.25,0,0,0,172.56,8628.17,False,False,True,Organic Search,Website,Wire Transfer,Delivered,10.0
ORD-20251009-010108,2025-10-09,10:04:11,CMS-43253CEF,New,0.2,Northeast,NJ,Earrings,Chandelier,EAR-CHA-94369,14K Gold,Pearl,3788.69,1,3788.69,0.0,0.0,0.08,303.1,0,25,0,0.0,4116.79,True,False,False,Affiliate,Phone/Concierge,Apple Pay,Delivered,9.0
ORD-20250108-010109,2025-01-08,14:55:15,CMS-4BC4EBB6,VIP Elite,7.3,International,INT,Gifts & Accessories,Ring Holder,GIF-RIN-39594,N/A,N/A,2127.0,1,2127.0,0.0,0.0,0.0,0.0,0,0,75,0.0,2202.0,False,True,False,Direct,Website,Financing,Delivered,9.0
ORD-20250217-010110,2025-02-17,20:10:57,CMS-D500FD0F,New,0.1,Midwest,MI,Mens Jewelry,Chains,MEN-CHA-69861,Platinum,Diamond,2373.96,1,2373.96,0.0,0.0,0.07,166.18,0,0,0,0.0,2540.14,False,False,False,Organic Search,Website,Credit Card,Delivered,6.0
ORD-20250502-010111,2025-05-02,11:57:15,CMS-0D86FBDD,Regular,2.4,Southeast,NC,Engagement Rings,Three-Stone,ENG-THR-42599,18K Yellow Gold,Diamond,5746.92,1,5746.92,0.0,0.0,0.065,373.55,0,0,75,0.0,6195.47,False,True,False,Direct,Flagship Store,Apple Pay,Delivered,8.0
ORD-20250906-010112,2025-09-06,12:00:50,CMS-FA2BB637,Premium,5.7,West,AZ,Gifts & Accessories,Gift Card,GIF-GIF-58550,N/A,N/A,1342.1,1,1342.1,0.1,134.21,0.075,100.66,0,0,0,0.0,1308.55,False,False,False,Direct,Flagship Store,PayPal,Shipped,
ORD-20250326-010113,2025-03-26,17:33:57,CMS-2E14706E,Premium,5.0,Midwest,WI,Mens Jewelry,Tie Bars,MEN-TIE-58082,Sterling Silver,Onyx,3627.62,3,10882.85,0.0,0.0,0.07,761.8,0,0,0,0.0,11644.65,False,False,False,Paid Search,Website,Credit Card,Delivered,10.0
ORD-20250714-010114,2025-07-14,21:34:35,CMS-175E9308,Occasional,3.0,Southwest,OK,Wedding Bands,Milgrain,WED-MIL-13574,14K Gold,None,10362.58,1,10362.58,0.0,0.0,0.0625,647.66,0,0,0,207.25,11217.49,False,False,True,Direct,Website,Financing,Delivered,9.0
ORD-20250719-010115,2025-07-19,12:38:25,CMS-4C76A910,Premium,4.2,Northeast,PA,Engagement Rings,Solitaire,ENG-SOL-77955,18K Rose Gold,Diamond,18166.0,1,18166.0,0.0,0.0,0.08,1453.28,0,0,75,0.0,19694.28,False,True,False,Paid Search,Boutique Stores,Credit Card,Delivered,10.0
ORD-20250821-010116,2025-08-21,13:37:22,CMS-D7529BDE,Regular,3.6,Southwest,CO,Necklaces,Statement,NEC-STA-89923,18K Yellow Gold,Emerald,5860.18,1,5860.18,0.0,0.0,0.0625,366.26,0,25,0,0.0,6251.44,True,False,False,Paid Search,Website,PayPal,Delivered,5.0
ORD-20251223-010117,2025-12-23,20:23:42,CMS-417D83FB,Regular,1.3,Midwest,IL,Mens Jewelry,Rings,MEN-RIN-91902,Platinum,Diamond,2594.58,1,2594.58,0.0,0.0,0.07,181.62,0,0,75,0.0,2851.2,False,True,False,Social Media,Flagship Store,Apple Pay,Delivered,9.0
ORD-20251012-010118,2025-10-12,21:23:09,CMS-C2C7FFBE,Regular,1.9,Southeast,TN,Wedding Bands,Eternity,WED-ETE-16408,14K Gold,None,1873.12,2,3746.23,0.0,0.0,0.065,243.5,0,0,0,0.0,3989.73,True,False,False,Email,Boutique Stores,Financing,Delivered,10.0
ORD-20250907-010119,2025-09-07,17:30:22,CMS-1A40F3CB,Occasional,0.4,Midwest,OH,Necklaces,Statement,NEC-STA-83237,Sterling Silver,Emerald,8032.19,1,8032.19,0.0,0.0,0.07,562.25,0,0,0,0.0,8594.44,False,False,False,Affiliate,Phone/Concierge,Credit Card,Delivered,10.0
ORD-20250601-010120,2025-06-01,19:21:47,CMS-C976BD56,Regular,4.0,West,CA,Gifts & Accessories,Jewelry Box,GIF-JEW-28597,N/A,N/A,1485.53,1,1485.53,0.0,0.0,0.075,111.41,0,0,0,0.0,1596.94,False,False,False,Organic Search,Website,Financing,Delivered,10.0
ORD-20251005-010121,2025-10-05,08:05:40,CMS-C4E7BC31,Premium,6.2,West,AZ,Necklaces,Pendant,NEC-PEN-28844,Sterling Silver,Emerald,9980.21,2,19960.42,0.0,0.0,0.075,1497.03,0,25,0,0.0,21482.45,True,False,False,Social Media,Flagship Store,Wire Transfer,Delivered,10.0
ORD-20250201-010122,2025-02-01,17:47:05,CMS-B353163A,Premium,2.4,Southeast,GA,Necklaces,Choker,NEC-CHO-70870,14K Gold,Pearl,4264.8,1,4264.8,0.0,0.0,0.065,277.21,0,0,0,0.0,4542.01,False,False,False,Paid Search,Phone/Concierge,Credit Card,Delivered,10.0
ORD-20250130-010123,2025-01-30,22:21:50,CMS-5CE7DF80,Regular,4.8,Southeast,VA,Necklaces,Choker,NEC-CHO-46331,18K White Gold,Emerald,10163.51,1,10163.51,0.0,0.0,0.065,660.63,0,0,0,0.0,10824.14,False,False,False,Social Media,Private Appointment,PayPal,Delivered,9.0
ORD-20250902-010124,2025-09-02,08:56:30,CMS-6090EA4A,Premium,5.9,West,AZ,Mens Jewelry,Chains,MEN-CHA-46724,Platinum,Onyx,1746.37,1,1746.37,0.0,0.0,0.075,130.98,0,0,0,0.0,1877.35,False,False,False,Organic Search,Flagship Store,Financing,Delivered,7.0
ORD-20250929-010125,2025-09-29,14:43:59,CMS-C1714160,New,0.9,Midwest,OH,Wedding Bands,Diamond,WED-DIA-19389,Platinum,Diamond,4205.43,1,4205.43,0.0,0.0,0.07,294.38,0,0,0,0.0,4499.81,True,False,False,Social Media,Website,Wire Transfer,Delivered,8.0
ORD-20250918-010126,2025-09-18,22:06:24,CMS-18FF0532,VIP Elite,7.7,Northeast,CT,Bracelets,Cuff,BRA-CUF-85100,18K White Gold,Sapphire,24995.26,1,24995.26,0.0,0.0,0.08,1999.62,0,0,0,0.0,26994.88,False,False,False,Organic Search,Website,Crypto,Delivered,10.0
ORD-20250406-010127,2025-04-06,17:55:23,CMS-0C7D0722,Regular,2.5,Southeast,NC,Engagement Rings,Three-Stone,ENG-THR-67521,Platinum,Diamond,9141.11,1,9141.11,0.0,0.0,0.065,594.17,0,0,75,0.0,9810.28,False,True,False,Social Media,Flagship Store,Apple Pay,Delivered,8.0
ORD-20250204-010128,2025-02-04,14:57:49,CMS-49AB38CA,Occasional,2.6,West,OR,Fine Watches,Limited Edition,FIN-LIM-98487,Stainless Steel,Diamond,15053.08,1,15053.08,0.0,0.0,0.075,1128.98,0,0,0,301.06,16483.12,False,False,True,Organic Search,Boutique Stores,Apple Pay,Delivered,9.0
ORD-20250501-010129,2025-05-01,14:53:43,CMS-30238395,Premium,4.9,Midwest,MN,Fine Watches,Classic,FIN-CLA-29879,18K White Gold,None,31112.21,1,31112.21,0.05,1555.61,0.07,2177.85,0,0,0,622.24,32356.69,False,False,True,Direct,Website,Credit Card,Delivered,10.0
ORD-20251019-010130,2025-10-19,18:03:38,CMS-701291D7,Premium,6.5,West,WA,Earrings,Chandelier,EAR-CHA-14441,18K Yellow Gold,Diamond,3856.14,1,3856.14,0.15,578.42,0.075,289.21,0,0,0,0.0,3566.93,False,False,False,Referral,Website,Credit Card,Delivered,10.0
ORD-20251101-010131,2025-11-01,08:51:34,CMS-88000011,Premium,6.9,Midwest,WI,Fine Watches,Diamond,FIN-DIA-77490,Stainless Steel,Diamond,13632.3,1,13632.3,0.0,0.0,0.07,954.26,0,0,75,272.65,14934.21,False,True,True,Paid Search,Website,Credit Card,Delivered,7.0
ORD-20250211-010132,2025-02-11,21:29:34,CMS-4AFB0796,Premium,4.4,Northeast,MA,Engagement Rings,Halo,ENG-HAL-46237,18K Rose Gold,Lab Diamond,20697.52,1,20697.52,0.0,0.0,0.08,1655.8,0,0,0,413.95,22767.27,False,False,True,Display Ads,Phone/Concierge,Financing,Delivered,10.0
ORD-20251026-010133,2025-10-26,21:54:48,CMS-B35CA22F,Premium,3.3,West,CA,Mens Jewelry,Cufflinks,MEN-CUF-89558,18K White Gold,Onyx,2069.5,2,4139.01,0.0,0.0,0.075,310.43,0,0,0,0.0,4449.44,False,False,False,Organic Search,Phone/Concierge,Credit Card,Delivered,10.0
ORD-20250415-010134,2025-04-15,17:29:08,CMS-691DCB1D,Premium,2.8,West,NV,Fine Watches,Classic,FIN-CLA-19111,Platinum,Diamond,37508.61,1,37508.61,0.0,0.0,0.075,2813.15,0,0,0,0.0,40321.76,False,False,False,Organic Search,Website,Wire Transfer,Delivered,8.0
ORD-20251209-010135,2025-12-09,17:59:58,CMS-19F01591,Premium,5.0,Northeast,NJ,Earrings,Drop,EAR-DRO-42210,Platinum,Emerald,3132.06,1,3132.06,0.1,313.21,0.08,250.56,0,0,0,0.0,3069.41,False,False,False,Paid Search,Private Appointment,Crypto,Delivered,10.0
ORD-20250503-010136,2025-05-03,20:53:50,CMS-7BD9C160,Occasional,0.7,Southwest,NM,Gifts & Accessories,Care Kit,GIF-CAR-76214,N/A,N/A,1992.54,1,1992.54,0.0,0.0,0.0625,124.53,0,0,0,0.0,2117.07,False,False,False,Organic Search,Website,Wire Transfer,Delivered,5.0
ORD-20250603-010137,2025-06-03,20:55:31,CMS-F9D0851D,Occasional,1.3,Northeast,MA,Earrings,Chandelier,EAR-CHA-39403,Platinum,Emerald,2263.1,1,2263.1,0.0,0.0,0.08,181.05,0,0,0,0.0,2444.15,False,False,False,Social Media,Flagship Store,Apple Pay,Delivered,8.0
ORD-20250823-010138,2025-08-23,11:20:14,CMS-EDFA4753,Occasional,0.4,Northeast,MA,Engagement Rings,Pavé,ENG-PAV-26054,Platinum,Lab Diamond,11492.09,1,11492.09,0.0,0.0,0.08,919.37,0,0,75,229.84,12716.3,False,True,True,Direct,Boutique Stores,Credit Card,Delivered,9.0
ORD-20250207-010139,2025-02-07,14:08:45,CMS-D862C70B,VIP Elite,14.6,Southeast,NC,Bracelets,Tennis,BRA-TEN-67884,14K Gold,Diamond,12556.24,3,37668.71,0.0,0.0,0.065,2448.47,0,0,0,753.37,40870.55,False,False,True,Organic Search,Boutique Stores,Financing,Delivered,8.0
ORD-20250221-010140,2025-02-21,19:46:37,CMS-08B25AA9,Premium,3.7,International,INT,Wedding Bands,Custom,WED-CUS-67125,18K White Gold,None,2421.02,1,2421.02,0.0,0.0,0.0,0.0,0,0,0,0.0,2421.02,False,False,False,Organic Search,Phone/Concierge,Credit Card,Delivered,9.0
ORD-20250207-010141,2025-02-07,20:24:05,CMS-A4602E89,Premium,4.2,Northeast,CT,Wedding Bands,Milgrain,WED-MIL-64109,14K Gold,Sapphire,5019.62,1,5019.62,0.0,0.0,0.08,401.57,0,0,0,100.39,5521.58,True,False,True,Direct,Flagship Store,Credit Card,Delivered,8.0
ORD-20250917-010142,2025-09-17,18:08:40,CMS-C97D6DAE,Regular,1.6,Southwest,OK,Bracelets,Cuff,BRA-CUF-76442,18K Yellow Gold,Ruby,8766.12,1,8766.12,0.0,0.0,0.0625,547.88,0,0,0,0.0,9314.0,True,False,False,Paid Search,Website,PayPal,Delivered,9.0
ORD-20250506-010143,2025-05-06,08:38:52,CMS-F286E007,Premium,7.4,West,AZ,Wedding Bands,Eternity,WED-ETE-38784,14K Gold,Sapphire,2005.47,1,2005.47,0.0,0.0,0.075,150.41,0,25,0,0.0,2180.88,True,False,False,Paid Search,Website,Credit Card,Delivered,9.0
ORD-20250709-010144,2025-07-09,22:55:15,CMS-6BC49D1C,VIP Elite,8.4,Midwest,IL,Wedding Bands,Custom,WED-CUS-50675,14K Gold,Sapphire,6755.74,1,6755.74,0.0,0.0,0.07,472.9,0,0,0,0.0,7228.64,True,False,False,Email,Private Appointment,Credit Card,Delivered,8.0
ORD-20251227-010145,2025-12-27,22:55:54,CMS-F496B13B,Regular,3.8,West,OR,Wedding Bands,Diamond,WED-DIA-41717,18K White Gold,Diamond,3826.24,1,3826.24,0.0,0.0,0.075,286.97,0,0,0,0.0,4113.21,False,False,False,Organic Search,Website,Crypto,Delivered,5.0
ORD-20250604-010146,2025-06-04,19:55:14,CMS-B3385637,VIP Elite,9.0,Northeast,CT,Gifts & Accessories,Ring Holder,GIF-RIN-79947,N/A,N/A,2764.48,1,2764.48,0.05,138.22,0.08,221.16,0,0,0,0.0,2847.42,False,False,False,Email,Flagship Store,Credit Card,Delivered,10.0
ORD-20251201-010147,2025-12-01,15:28:47,CMS-AAD23DD9,VIP Elite,13.3,Midwest,WI,Earrings,Chandelier,EAR-CHA-63643,Platinum,Sapphire,3674.37,1,3674.37,0.1,367.44,0.07,257.21,0,25,75,0.0,3664.14,True,True,False,Social Media,Phone/Concierge,Wire Transfer,Delivered,10.0
ORD-20251208-010148,2025-12-08,09:48:55,CMS-C01EB786,Regular,2.0,West,OR,Gifts & Accessories,Gift Card,GIF-GIF-90485,N/A,N/A,527.06,1,527.06,0.0,0.0,0.075,39.53,25,25,0,0.0,616.59,True,False,False,Affiliate,Website,Credit Card,Delivered,8.0
ORD-20250223-010149,2025-02-23,13:38:46,CMS-2EE2B71A,Occasional,1.9,West,CA,Wedding Bands,Custom,WED-CUS-11804,18K White Gold,None,3925.72,1,3925.72,0.0,0.0,0.075,294.43,0,0,0,0.0,4220.15,False,False,False,Organic Search,Boutique Stores,Apple Pay,Delivered,9.0
ORD-20250310-010150,2025-03-10,22:49:28,CMS-E5F5A940,Regular,1.6,Southwest,CO,Wedding Bands,Eternity,WED-ETE-43772,14K Gold,Diamond,3897.88,1,3897.88,0.0,0.0,0.0625,243.62,0,0,0,0.0,4141.5,False,False,False,Organic Search,Boutique Stores,Financing,Shipped,
ORD-20250224-010151,2025-02-24,14:44:56,CMS-E606763B,Premium,7.2,International,INT,Earrings,Drop,EAR-DRO-89005,Platinum,Emerald,5621.81,1,5621.81,0.0,0.0,0.0,0.0,0,0,0,0.0,5621.81,False,False,False,Direct,Website,Credit Card,Delivered,9.0
ORD-20250321-010152,2025-03-21,09:32:53,CMS-A6EC3950,Regular,2.0,West,NV,Wedding Bands,Classic,WED-CLA-83847,18K White Gold,Sapphire,3995.48,1,3995.48,0.0,0.0,0.075,299.66,0,0,75,0.0,4370.14,False,True,False,Paid Search,Website,Credit Card,Delivered,9.0
ORD-20251106-010153,2025-11-06,13:30:27,CMS-C9AE486D,Regular,2.8,Southeast,TN,Mens Jewelry,Tie Bars,MEN-TIE-93824,18K Yellow Gold,Onyx,1879.06,1,1879.06,0.0,0.0,0.065,122.14,0,0,0,0.0,2001.2,False,False,False,Affiliate,Boutique Stores,PayPal,Delivered,10.0
ORD-20250625-010154,2025-06-25,18:35:08,CMS-BB3935A1,Premium,6.1,West,NV,Earrings,Hoops,EAR-HOO-31488,14K Gold,Emerald,5570.77,1,5570.77,0.0,0.0,0.075,417.81,0,0,0,0.0,5988.58,False,False,False,Organic Search,Boutique Stores,Financing,Delivered,6.0
ORD-20251121-010155,2025-11-21,22:59:46,CMS-F7A5304E,Premium,5.3,Northeast,NJ,Engagement Rings,Vintage,ENG-VIN-23569,18K Yellow Gold,Lab Diamond,23156.34,1,23156.34,0.1,2315.63,0.08,1852.51,0,25,0,463.13,23181.35,True,False,True,Direct,Boutique Stores,PayPal,Shipped,
ORD-20250916-010156,2025-09-16,21:24:42,CMS-3F259857,New,0.2,Southwest,NM,Wedding Bands,Classic,WED-CLA-74909,14K Gold,Sapphire,2194.1,1,2194.1,0.0,0.0,0.0625,137.13,0,0,0,0.0,2331.23,False,False,False,Display Ads,Website,Credit Card,Processing,
ORD-20250127-010157,2025-01-27,09:53:16,CMS-EF4C5D9F,Premium,4.1,Southeast,FL,Necklaces,Layering,NEC-LAY-56863,18K Yellow Gold,Pearl,17081.15,1,17081.15,0.0,0.0,0.065,1110.27,0,0,0,341.62,18533.04,False,False,True,Referral,Boutique Stores,Credit Card,Delivered,9.0
ORD-20250123-010158,2025-01-23,19:04:56,CMS-1054E41E,Occasional,0.6,Northeast,NJ,Earrings,Hoops,EAR-HOO-19976,18K Yellow Gold,Pearl,4243.04,2,8486.08,0.0,0.0,0.08,678.89,0,25,0,169.72,9359.69,True,False,True,Organic Search,Website,Apple Pay,Delivered,9.0
ORD-20250102-010159,2025-01-02,16:34:53,CMS-1C1F28D5,New,0.8,West,OR,Engagement Rings,Vintage,ENG-VIN-52166,18K White Gold,Lab Diamond,7716.84,1,7716.84,0.1,771.68,0.075,578.76,0,0,0,154.34,7678.26,False,False,True,Organic Search,Boutique Stores,Credit Card,Delivered,10.0
ORD-20250515-010160,2025-05-15,21:32:09,CMS-6B93D0EF,Premium,3.0,West,AZ,Engagement Rings,Vintage,ENG-VIN-11477,18K Rose Gold,Moissanite,27771.47,1,27771.47,0.0,0.0,0.075,2082.86,0,0,0,555.43,30409.76,False,False,True,Referral,Website,Wire Transfer,Delivered,8.0
ORD-20251010-010161,2025-10-10,12:08:48,CMS-0941ADC5,New,0.8,Northeast,NY,Mens Jewelry,Bracelets,MEN-BRA-40515,14K Gold,Diamond,1513.53,1,1513.53,0.2,302.71,0.08,121.08,0,0,0,0.0,1331.9,False,False,False,Organic Search,Boutique Stores,PayPal,Delivered,9.0
ORD-20251228-010162,2025-12-28,21:52:30,CMS-A3E43652,Regular,1.8,Northeast,NJ,Fine Watches,Dress,FIN-DRE-50828,Two-Tone,Diamond,32905.33,1,32905.33,0.0,0.0,0.08,2632.43,0,0,0,658.11,36195.87,True,False,True,Paid Search,Website,Credit Card,Delivered,10.0
ORD-20250105-010163,2025-01-05,08:02:12,CMS-D2C9FE5F,Premium,5.8,West,AZ,Gifts & Accessories,Gift Card,GIF-GIF-75131,N/A,N/A,2427.31,1,2427.31,0.0,0.0,0.075,182.05,0,0,0,0.0,2609.36,False,False,False,Paid Search,Website,Credit Card,Delivered,9.0
ORD-20251220-010164,2025-12-20,21:25:31,CMS-5FFFD34B,New,0.4,Midwest,OH,Engagement Rings,Solitaire,ENG-SOL-31127,Platinum,Lab Diamond,9287.94,1,9287.94,0.0,0.0,0.07,650.16,0,0,0,185.76,10123.86,False,False,True,Organic Search,Website,Financing,Delivered,8.0
ORD-20251007-010165,2025-10-07,21:39:28,CMS-EBD83293,VIP Elite,12.0,Southeast,TN,Earrings,Hoops,EAR-HOO-36442,18K White Gold,Pearl,11040.24,1,11040.24,0.0,0.0,0.065,717.62,0,25,0,220.8,12003.66,True,False,True,Social Media,Flagship Store,Credit Card,Delivered,8.0
ORD-20250317-010166,2025-03-17,15:39:57,CMS-8BF3F860,Regular,4.1,Northeast,NY,Bracelets,Bangle,BRA-BAN-63601,18K Yellow Gold,Sapphire,5605.31,1,5605.31,0.0,0.0,0.08,448.42,0,0,0,112.11,6165.84,False,False,True,Email,Private Appointment,Credit Card,Delivered,9.0
ORD-20250809-010167,2025-08-09,09:09:10,CMS-7D7DA6DA,New,0.9,Southwest,TX,Wedding Bands,Milgrain,WED-MIL-39509,18K White Gold,None,4730.25,1,4730.25,0.0,0.0,0.0625,295.64,0,0,0,0.0,5025.89,False,False,False,Organic Search,Private Appointment,PayPal,Delivered,8.0
ORD-20250607-010168,2025-06-07,22:13:49,CMS-48C6CF74,Regular,2.8,International,INT,Necklaces,Chain,NEC-CHA-62337,18K White Gold,None,13011.1,1,13011.1,0.0,0.0,0.0,0.0,0,0,75,0.0,13086.1,False,True,False,Paid Search,Flagship Store,Wire Transfer,Delivered,6.0
ORD-20250418-010169,2025-04-18,14:23:09,CMS-3282C6BB,Premium,4.0,Midwest,MN,Wedding Bands,Diamond,WED-DIA-82532,18K Yellow Gold,Sapphire,3962.72,1,3962.72,0.0,0.0,0.07,277.39,0,0,0,0.0,4240.11,False,False,False,Email,Website,Apple Pay,Delivered,7.0
ORD-20251216-010170,2025-12-16,19:02:10,CMS-F1BA85F6,Regular,3.3,Southeast,FL,Fine Watches,Diamond,FIN-DIA-60848,18K Yellow Gold,Diamond,15229.34,3,45688.03,0.0,0.0,0.065,2969.72,0,0,0,913.76,49571.51,False,False,True,Display Ads,Phone/Concierge,Crypto,Delivered,9.0
ORD-20250222-010171,2025-02-22,16:52:39,CMS-C8272548,Occasional,2.4,Midwest,WI,Earrings,Drop,EAR-DRO-12571,18K White Gold,None,2146.0,1,2146.0,0.0,0.0,0.07,150.22,0,0,0,0.0,2296.22,False,False,False,Social Media,Website,Apple Pay,Delivered,6.0
